species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,year
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE,2009
Gentoo,Biscoe,46.4,17.8,192,3500,FEMALE,2009
Gentoo,Biscoe,48.5,15.6,222,5550,MALE,2009
Gentoo,Biscoe,45.5,15.0,210,4600,FEMALE,2009
Gentoo,Biscoe,47.9,16.2,221,5650,MALE,2009
Gentoo,Biscoe,45.8,14.4,212,4950,FEMALE,2009
Gentoo,Biscoe,49.9,16.1,225,5750,MALE,2009
Gentoo,Biscoe,46.1,15.5,218,5150,MALE,2009
Gentoo,Biscoe,45.2,14.8,212,5200,MALE,2009
Gentoo,Biscoe,46.0,14.5,215,5050,FEMALE,2009
Gentoo,Biscoe,49.0,15.7,221,5400,MALE,2009
Gentoo,Biscoe,45.7,17.0,203,4650,FEMALE,2009
Gentoo,Biscoe,47.0,15.1,215,5350,MALE,2009
Gentoo,Biscoe,46.7,14.7,211,5200,MALE,2009
Gentoo,Biscoe,45.3,14.3,209,4750,FEMALE,2009
Gentoo,Biscoe,48.2,15.4,216,5250,MALE,2009
Gentoo,Biscoe,46.6,17.3,199,3850,FEMALE,2009
Gentoo,Biscoe,49.0,16.6,221,5450,MALE
